"","name","decimalLatitude","decimalLongitude","scientificName","family","genus","species","year","month","day","recordedBy","identifiedBy","sex"
"7920","Vespertilionidae",41.315297,-7.286254,"Vespertilionidae","Vespertilionidae",NA,NA,2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7921","Vespertilionidae",41.214574,-7.427196,"Vespertilionidae","Vespertilionidae",NA,NA,2017,1,21,"JosÈ Oliveira","Jose Oliveira",NA
"7922","Myotis emarginatus",41.314404,-7.292129,"Myotis emarginatus (E.Geoffroy, 1806)","Vespertilionidae","Myotis","Myotis emarginatus",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7923","Myotis",41.312982,-7.371168,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,22,"JosÈ Oliveira","Jose Oliveira",NA
"7924","Myotis",41.312982,-7.371168,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,22,"JosÈ Oliveira","Jose Oliveira",NA
"7925","Myotis",41.312982,-7.371168,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,22,"JosÈ Oliveira","Jose Oliveira",NA
"7926","Myotis",41.444302,-7.127204,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7927","Myotis nattereri",41.348561,-7.27826,"Myotis nattereri (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis nattereri",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7928","Myotis daubentonii",41.40727,-7.110805,"Myotis daubentonii (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis daubentonii",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7929","Eptesicus",41.216068,-7.424175,"Eptesicus Rafinesque, 1820","Vespertilionidae","Eptesicus",NA,2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7930","Miniopterus schreibersii",41.216068,-7.424175,"Miniopterus schreibersii (Kuhl, 1817)","Miniopteridae","Miniopterus","Miniopterus schreibersii",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7931","Myotis nattereri",41.40727,-7.110805,"Myotis nattereri (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis nattereri",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7932","Myotis daubentonii",41.468871,-7.27612,"Myotis daubentonii (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis daubentonii",2017,1,17,"JosÈ Oliveira","Jose Oliveira",NA
"7933","Chiroptera",41.468871,-7.27612,"Chiroptera",NA,NA,NA,2017,1,17,"JosÈ Oliveira","Jose Oliveira",NA
"7934","Myotis daubentonii",41.462142,-7.287855,"Myotis daubentonii (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis daubentonii",2017,1,17,"JosÈ Oliveira","Jose Oliveira",NA
"7935","Myotis blythii",41.305293,-7.575764,"Myotis blythii (Tomes, 1857)","Vespertilionidae","Myotis","Myotis blythii",2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"7936","Rhinolophus hipposideros",41.308484,-7.585899,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"7937","Chiroptera",41.30255,-7.574558,"Chiroptera",NA,NA,NA,2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"7938","Pipistrellus",41.308386,-7.586175,"Pipistrellus Kaup, 1829","Vespertilionidae","Pipistrellus",NA,2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"7939","Chiroptera",41.396649,-7.113267,"Chiroptera",NA,NA,NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7940","Nyctalus noctula",41.395463,-7.114341,"Nyctalus noctula (Schreber, 1774)","Vespertilionidae","Nyctalus","Nyctalus noctula",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7941","Myotis blythii",41.245691,-7.411055,"Myotis blythii (Tomes, 1857)","Vespertilionidae","Myotis","Myotis blythii",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7942","Myotis emarginatus",41.245691,-7.411055,"Myotis emarginatus (E.Geoffroy, 1806)","Vespertilionidae","Myotis","Myotis emarginatus",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7943","Myotis",41.239885,-7.421557,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7944","Nyctalus noctula",41.239885,-7.421557,"Nyctalus noctula (Schreber, 1774)","Vespertilionidae","Nyctalus","Nyctalus noctula",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7945","Eptesicus",41.330603,-7.327613,"Eptesicus Rafinesque, 1820","Vespertilionidae","Eptesicus",NA,2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7946","Myotis emarginatus",41.2883,-7.586533,"Myotis emarginatus (E.Geoffroy, 1806)","Vespertilionidae","Myotis","Myotis emarginatus",2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"7947","Myotis",41.34766,-7.278188,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,16,"JosÈ Oliveira","Jose Oliveira",NA
"7948","Myotis emarginatus",41.408009,-7.109792,"Myotis emarginatus (E.Geoffroy, 1806)","Vespertilionidae","Myotis","Myotis emarginatus",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7949","Chiroptera",41.387345,-7.205493,"Chiroptera",NA,NA,NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7950","Myotis escalerai",41.387345,-7.205493,"Myotis escalerai Cabrera, 1904","Vespertilionidae","Myotis","Myotis escalerai",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7951","Pipistrellus",41.389178,-7.201609,"Pipistrellus Kaup, 1829","Vespertilionidae","Pipistrellus",NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7952","Plecotus",41.287558,-7.581908,"Plecotus Geoffroy Saint-Hilaire, 1818","Vespertilionidae","Plecotus",NA,2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"7953","Myotis myotis",41.303032,-7.575497,"Myotis myotis (Borkhausen, 1797)","Vespertilionidae","Myotis","Myotis myotis",2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"7954","Barbastella barbastellus",41.286712,-7.587633,"Barbastella barbastellus (Schreber, 1774)","Vespertilionidae","Barbastella","Barbastella barbastellus",2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"7955","Myotis",41.286712,-7.587633,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"7956","Vespertilionidae",41.286712,-7.587633,"Vespertilionidae","Vespertilionidae",NA,NA,2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"7957","Myotis myotis",41.396776,-7.113185,"Myotis myotis (Borkhausen, 1797)","Vespertilionidae","Myotis","Myotis myotis",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7958","Myotis myotis",41.239885,-7.421557,"Myotis myotis (Borkhausen, 1797)","Vespertilionidae","Myotis","Myotis myotis",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7959","Myotis",41.315297,-7.286254,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7960","Chiroptera",41.315297,-7.286254,"Chiroptera",NA,NA,NA,2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7961","Rhinolophus",41.328909,-7.357548,"Rhinolophus LacÈpËde, 1799","Rhinolophidae","Rhinolophus",NA,2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7962","Rhinolophus",41.240396,-7.41394,"Rhinolophus LacÈpËde, 1799","Rhinolophidae","Rhinolophus",NA,2017,1,20,"JosÈ Oliveira","Jose Oliveira",NA
"7963","Nyctalus noctula",41.240396,-7.41394,"Nyctalus noctula (Schreber, 1774)","Vespertilionidae","Nyctalus","Nyctalus noctula",2017,1,20,"JosÈ Oliveira","Jose Oliveira",NA
"7964","Pipistrellus",41.240396,-7.41394,"Pipistrellus Kaup, 1829","Vespertilionidae","Pipistrellus",NA,2017,1,20,"JosÈ Oliveira","Jose Oliveira",NA
"7965","Rhinolophus hipposideros",41.214574,-7.427196,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2017,1,21,"JosÈ Oliveira","Jose Oliveira",NA
"7966","Myotis",41.314404,-7.292129,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7967","Rhinolophus",41.315416,-7.286527,"Rhinolophus LacÈpËde, 1799","Rhinolophidae","Rhinolophus",NA,2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7968","Myotis nattereri",41.348561,-7.27826,"Myotis nattereri (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis nattereri",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7969","Rhinolophus mehelyi",41.348561,-7.27826,"Rhinolophus mehelyi Matschie, 1901","Rhinolophidae","Rhinolophus","Rhinolophus mehelyi",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7970","Miniopterus schreibersii",41.40727,-7.110805,"Miniopterus schreibersii (Kuhl, 1817)","Miniopteridae","Miniopterus","Miniopterus schreibersii",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7971","Myotis",41.216068,-7.424175,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7972","Myotis escalerai",41.388293,-7.204703,"Myotis escalerai Cabrera, 1904","Vespertilionidae","Myotis","Myotis escalerai",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7973","Myotis nattereri",41.216068,-7.424175,"Myotis nattereri (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis nattereri",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7974","Myotis",41.468871,-7.27612,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,17,"JosÈ Oliveira","Jose Oliveira",NA
"7975","Myotis nattereri",41.305293,-7.575764,"Myotis nattereri (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis nattereri",2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"7976","Myotis myotis",41.305293,-7.575764,"Myotis myotis (Borkhausen, 1797)","Vespertilionidae","Myotis","Myotis myotis",2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"7977","Rhinolophus hipposideros",41.305293,-7.575764,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"7978","Myotis daubentonii",41.305293,-7.575764,"Myotis daubentonii (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis daubentonii",2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"7979","Nyctalus noctula",41.30255,-7.574558,"Nyctalus noctula (Schreber, 1774)","Vespertilionidae","Nyctalus","Nyctalus noctula",2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"7980","Plecotus",41.308386,-7.586175,"Plecotus Geoffroy Saint-Hilaire, 1818","Vespertilionidae","Plecotus",NA,2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"7981","Myotis",41.308386,-7.586175,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"7982","Myotis",41.395737,-7.114815,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7983","Tadarida teniotis",41.395737,-7.114815,"Tadarida teniotis (Rafinesque, 1814)","Molossidae","Tadarida","Tadarida teniotis",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7984","Barbastella barbastellus",41.670002,-6.844589,"Barbastella barbastellus (Schreber, 1774)","Vespertilionidae","Barbastella","Barbastella barbastellus",2017,1,17,"JosÈ Oliveira","Jose Oliveira",NA
"7985","Vespertilionidae",41.400142,-7.11326,"Vespertilionidae","Vespertilionidae",NA,NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7986","Myotis nattereri",41.396649,-7.113267,"Myotis nattereri (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis nattereri",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7987","Miniopterus schreibersii",41.395463,-7.114341,"Miniopterus schreibersii (Kuhl, 1817)","Miniopteridae","Miniopterus","Miniopterus schreibersii",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7988","Rhinolophus",41.396649,-7.113267,"Rhinolophus LacÈpËde, 1799","Rhinolophidae","Rhinolophus",NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7989","Miniopterus schreibersii",41.395463,-7.114341,"Miniopterus schreibersii (Kuhl, 1817)","Miniopteridae","Miniopterus","Miniopterus schreibersii",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7990","Rhinolophus ferrumequinum",41.670002,-6.844589,"Rhinolophus ferrumequinum (Schreber, 1774)","Rhinolophidae","Rhinolophus","Rhinolophus ferrumequinum",2017,1,17,"JosÈ Oliveira","Jose Oliveira",NA
"7991","Nyctalus noctula",41.245691,-7.411055,"Nyctalus noctula (Schreber, 1774)","Vespertilionidae","Nyctalus","Nyctalus noctula",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7992","Miniopterus schreibersii",41.33781,-7.315235,"Miniopterus schreibersii (Kuhl, 1817)","Miniopteridae","Miniopterus","Miniopterus schreibersii",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"7993","Myotis",41.240396,-7.41394,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,20,"JosÈ Oliveira","Jose Oliveira",NA
"7994","Tadarida teniotis",41.240396,-7.41394,"Tadarida teniotis (Rafinesque, 1814)","Molossidae","Tadarida","Tadarida teniotis",2017,1,20,"JosÈ Oliveira","Jose Oliveira",NA
"7995","Chiroptera",41.214574,-7.427196,"Chiroptera",NA,NA,NA,2017,1,21,"JosÈ Oliveira","Jose Oliveira",NA
"7996","Nyctalus noctula",41.444302,-7.127204,"Nyctalus noctula (Schreber, 1774)","Vespertilionidae","Nyctalus","Nyctalus noctula",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7997","Myotis escalerai",41.444302,-7.127204,"Myotis escalerai Cabrera, 1904","Vespertilionidae","Myotis","Myotis escalerai",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7998","Nyctalus noctula",41.40727,-7.110805,"Nyctalus noctula (Schreber, 1774)","Vespertilionidae","Nyctalus","Nyctalus noctula",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"7999","Chiroptera",41.388293,-7.204703,"Chiroptera",NA,NA,NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8000","Rhinolophus euryale",41.216068,-7.424175,"Rhinolophus euryale Blasius, 1853","Rhinolophidae","Rhinolophus","Rhinolophus euryale",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"8001","Tadarida teniotis",41.327384,-7.359728,"Tadarida teniotis (Rafinesque, 1814)","Molossidae","Tadarida","Tadarida teniotis",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"8002","Rhinolophus hipposideros",41.327384,-7.359728,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"8003","Myotis",41.462142,-7.287855,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,17,"JosÈ Oliveira","Jose Oliveira",NA
"8004","Myotis",41.305293,-7.575764,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"8005","Rhinolophus",41.30255,-7.574558,"Rhinolophus LacÈpËde, 1799","Rhinolophidae","Rhinolophus",NA,2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"8006","Tadarida teniotis",41.30255,-7.574558,"Tadarida teniotis (Rafinesque, 1814)","Molossidae","Tadarida","Tadarida teniotis",2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"8007","Rhinolophus hipposideros",41.30255,-7.574558,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"8008","Nyctalus noctula",41.308386,-7.586175,"Nyctalus noctula (Schreber, 1774)","Vespertilionidae","Nyctalus","Nyctalus noctula",2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"8009","Myotis",41.395761,-7.114715,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8010","Myotis",41.444244,-7.125661,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8011","Myotis nattereri",41.408009,-7.109792,"Myotis nattereri (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis nattereri",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8012","Myotis nattereri",41.303032,-7.575497,"Myotis nattereri (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis nattereri",2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"8013","Rhinolophus hipposideros",41.303032,-7.575497,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"8014","Myotis",41.34766,-7.278188,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,16,"JosÈ Oliveira","Jose Oliveira",NA
"8015","Rhinolophus",41.444222,-7.126168,"Rhinolophus LacÈpËde, 1799","Rhinolophidae","Rhinolophus",NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8016","Rhinolophus",41.444198,-7.125403,"Rhinolophus LacÈpËde, 1799","Rhinolophidae","Rhinolophus",NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8017","Tadarida teniotis",41.387345,-7.205493,"Tadarida teniotis (Rafinesque, 1814)","Molossidae","Tadarida","Tadarida teniotis",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8018","Chiroptera",41.389178,-7.201609,"Chiroptera",NA,NA,NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8019","Rhinolophus",41.287558,-7.581908,"Rhinolophus LacÈpËde, 1799","Rhinolophidae","Rhinolophus",NA,2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"8020","Rhinolophus",41.303032,-7.575497,"Rhinolophus LacÈpËde, 1799","Rhinolophidae","Rhinolophus",NA,2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"8021","Vespertilionidae",41.303032,-7.575497,"Vespertilionidae","Vespertilionidae",NA,NA,2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"8022","Rhinolophus",41.286712,-7.587633,"Rhinolophus LacÈpËde, 1799","Rhinolophidae","Rhinolophus",NA,2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"8023","Pipistrellus",41.286712,-7.587633,"Pipistrellus Kaup, 1829","Vespertilionidae","Pipistrellus",NA,2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"8024","Chiroptera",41.400142,-7.11326,"Chiroptera",NA,NA,NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8025","Vespertilionidae",41.396776,-7.113185,"Vespertilionidae","Vespertilionidae",NA,NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8026","Rhinolophus hipposideros",41.396776,-7.113185,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8027","Rhinolophus",41.396776,-7.113185,"Rhinolophus LacÈpËde, 1799","Rhinolophidae","Rhinolophus",NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8028","Myotis escalerai",41.395737,-7.114815,"Myotis escalerai Cabrera, 1904","Vespertilionidae","Myotis","Myotis escalerai",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8029","Myotis",41.253998,-7.404726,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,21,"JosÈ Oliveira","Jose Oliveira",NA
"8030","Rhinolophus",41.245691,-7.411055,"Rhinolophus LacÈpËde, 1799","Rhinolophidae","Rhinolophus",NA,2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"8031","Eptesicus",41.245691,-7.411055,"Eptesicus Rafinesque, 1820","Vespertilionidae","Eptesicus",NA,2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"8032","Vespertilionidae",41.239885,-7.421557,"Vespertilionidae","Vespertilionidae",NA,NA,2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"8033","Nyctalus noctula",41.330603,-7.327613,"Nyctalus noctula (Schreber, 1774)","Vespertilionidae","Nyctalus","Nyctalus noctula",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"8034","Rhinolophus",41.33781,-7.315235,"Rhinolophus LacÈpËde, 1799","Rhinolophidae","Rhinolophus",NA,2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"8035","Vespertilionidae",41.240396,-7.41394,"Vespertilionidae","Vespertilionidae",NA,NA,2017,1,20,"JosÈ Oliveira","Jose Oliveira",NA
"8036","Myotis daubentonii",41.27971,-7.390115,"Myotis daubentonii (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis daubentonii",2017,1,23,"JosÈ Oliveira","Jose Oliveira",NA
"8037","Myotis nattereri",41.314404,-7.292129,"Myotis nattereri (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis nattereri",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"8038","Chiroptera",41.315416,-7.286527,"Chiroptera",NA,NA,NA,2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"8039","Rhinolophus ferrumequinum",41.314404,-7.292129,"Rhinolophus ferrumequinum (Schreber, 1774)","Rhinolophidae","Rhinolophus","Rhinolophus ferrumequinum",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"8040","Tadarida teniotis",41.312982,-7.371168,"Tadarida teniotis (Rafinesque, 1814)","Molossidae","Tadarida","Tadarida teniotis",2017,1,22,"JosÈ Oliveira","Jose Oliveira",NA
"8041","Plecotus austriacus",41.444302,-7.127204,"Plecotus austriacus (J.Fischer, 1829)","Vespertilionidae","Plecotus","Plecotus austriacus",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8042","Myotis myotis",41.348561,-7.27826,"Myotis myotis (Borkhausen, 1797)","Vespertilionidae","Myotis","Myotis myotis",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"8043","Myotis emarginatus",41.348561,-7.27826,"Myotis emarginatus (E.Geoffroy, 1806)","Vespertilionidae","Myotis","Myotis emarginatus",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"8044","Myotis daubentonii",41.312982,-7.371168,"Myotis daubentonii (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis daubentonii",2017,1,22,"JosÈ Oliveira","Jose Oliveira",NA
"8045","Myotis blythii",41.312982,-7.371168,"Myotis blythii (Tomes, 1857)","Vespertilionidae","Myotis","Myotis blythii",2017,1,22,"JosÈ Oliveira","Jose Oliveira",NA
"8046","Miniopterus schreibersii",41.444302,-7.127204,"Miniopterus schreibersii (Kuhl, 1817)","Miniopteridae","Miniopterus","Miniopterus schreibersii",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8047","Myotis",41.216068,-7.424175,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"8048","Myotis daubentonii",41.216068,-7.424175,"Myotis daubentonii (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis daubentonii",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"8049","Eptesicus",41.388293,-7.204703,"Eptesicus Rafinesque, 1820","Vespertilionidae","Eptesicus",NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8050","Myotis",41.388293,-7.204703,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8051","Rhinolophus hipposideros",41.388293,-7.204703,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8052","Rhinolophus hipposideros",41.216068,-7.424175,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2017,1,18,"JosÈ Oliveira","Jose Oliveira",NA
"8053","Plecotus",41.462142,-7.287855,"Plecotus Geoffroy Saint-Hilaire, 1818","Vespertilionidae","Plecotus",NA,2017,1,17,"JosÈ Oliveira","Jose Oliveira",NA
"8054","Rhinolophus",41.462142,-7.287855,"Rhinolophus LacÈpËde, 1799","Rhinolophidae","Rhinolophus",NA,2017,1,17,"JosÈ Oliveira","Jose Oliveira",NA
"8055","Myotis blythii",41.307589,-7.587077,"Myotis blythii (Tomes, 1857)","Vespertilionidae","Myotis","Myotis blythii",2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"8056","Rhinolophus mehelyi",41.307589,-7.587077,"Rhinolophus mehelyi Matschie, 1901","Rhinolophidae","Rhinolophus","Rhinolophus mehelyi",2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"8057","Rhinolophus",41.305293,-7.575764,"Rhinolophus LacÈpËde, 1799","Rhinolophidae","Rhinolophus",NA,2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"8058","Myotis",41.30255,-7.574558,"Myotis Kaup, 1829","Vespertilionidae","Myotis",NA,2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"8059","Myotis nattereri",41.302627,-7.573638,"Myotis nattereri (Kuhl, 1817)","Vespertilionidae","Myotis","Myotis nattereri",2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"8060","Rhinolophus",41.396649,-7.113267,"Rhinolophus LacÈpËde, 1799","Rhinolophidae","Rhinolophus",NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8061","Rhinolophus euryale",41.395737,-7.114815,"Rhinolophus euryale Blasius, 1853","Rhinolophidae","Rhinolophus","Rhinolophus euryale",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8062","Rhinolophus",41.2883,-7.586533,"Rhinolophus LacÈpËde, 1799","Rhinolophidae","Rhinolophus",NA,2017,1,24,"JosÈ Oliveira","Jose Oliveira",NA
"8063","Rhinolophus",41.395761,-7.114715,"Rhinolophus LacÈpËde, 1799","Rhinolophidae","Rhinolophus",NA,2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8064","Rhinolophus hipposideros",41.444244,-7.125661,"Rhinolophus hipposideros (Bechstein, 1800)","Rhinolophidae","Rhinolophus","Rhinolophus hipposideros",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8065","Rhinolophus euryale",41.408009,-7.109792,"Rhinolophus euryale Blasius, 1853","Rhinolophidae","Rhinolophus","Rhinolophus euryale",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
"8066","Myotis blythii",41.408009,-7.109792,"Myotis blythii (Tomes, 1857)","Vespertilionidae","Myotis","Myotis blythii",2017,1,19,"JosÈ Oliveira","Jose Oliveira",NA
