"","name","decimalLatitude","decimalLongitude","scientificName","family","genus","species","year","month","day","recordedBy","identifiedBy","sex"
"3628","Chorthippus jacobsi",41.3318,-0.7887,"Chorthippus jacobsi Harz, 1975","Acrididae","Chorthippus","Chorthippus jacobsi",1993,11,1,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3629","Sphingonotus caerulans",36.83,-3.62,"Sphingonotus caerulans (Linnaeus, 1767)","Acrididae","Sphingonotus","Sphingonotus caerulans",1993,12,31,"Marc Meyer","Vitali Francesco",NA
"3630","Acrotylus insubricus",37.13,-3.53,"Acrotylus insubricus (Scopoli, 1786)","Acrididae","Acrotylus","Acrotylus insubricus",1993,12,30,"Marc Meyer","Reckinger Claude",NA
"3631","Omocestus raymondi",37.13,-3.53,"Omocestus raymondi (Yersin, 1863)","Acrididae","Omocestus","Omocestus raymondi",1993,12,30,"Marc Meyer","Reckinger Claude",NA
"3632","Acrotylus patruelis",37.13,-3.53,"Acrotylus patruelis (Herrich-Schäffer, 1838)","Acrididae","Acrotylus","Acrotylus patruelis",1993,12,30,"Marc Meyer","Reckinger Claude",NA
"3633","Acrotylus insubricus",37.13,-3.53,"Acrotylus insubricus (Scopoli, 1786)","Acrididae","Acrotylus","Acrotylus insubricus",1993,12,30,"Marc Meyer","Reckinger Claude",NA
"3634","Aiolopus thalassinus",37.13,-3.53,"Aiolopus thalassinus (Fabricius, 1781)","Acrididae","Aiolopus","Aiolopus thalassinus",1993,12,30,"Marc Meyer","Reckinger Claude",NA
"3635","Eyprepocnemis plorans",36.83,-3.62,"Eyprepocnemis plorans (Charpentier, 1825)","Acrididae","Eyprepocnemis","Eyprepocnemis plorans",1993,12,31,"Marc Meyer","Reckinger Claude",NA
"3636","Acrotylus insubricus",37.13,-3.53,"Acrotylus insubricus (Scopoli, 1786)","Acrididae","Acrotylus","Acrotylus insubricus",1993,12,30,"Marc Meyer","Reckinger Claude",NA
"3637","Acrotylus patruelis",37.13,-3.53,"Acrotylus patruelis (Herrich-Schäffer, 1838)","Acrididae","Acrotylus","Acrotylus patruelis",1993,12,30,"Marc Meyer","Reckinger Claude",NA
"3638","Omocestus raymondi",37.13,-3.53,"Omocestus raymondi (Yersin, 1863)","Acrididae","Omocestus","Omocestus raymondi",1993,12,30,"Marc Meyer","Reckinger Claude",NA
"3639","Omocestus raymondi",37.13,-3.53,"Omocestus raymondi (Yersin, 1863)","Acrididae","Omocestus","Omocestus raymondi",1993,12,30,"Marc Meyer","Reckinger Claude",NA
"3640","Omocestus raymondi",37.13,-3.53,"Omocestus raymondi (Yersin, 1863)","Acrididae","Omocestus","Omocestus raymondi",1993,12,30,"Marc Meyer","Reckinger Claude",NA
"3641","Acrotylus insubricus",37.13,-3.53,"Acrotylus insubricus (Scopoli, 1786)","Acrididae","Acrotylus","Acrotylus insubricus",1993,12,30,"Marc Meyer","Reckinger Claude",NA
"3642","Aiolopus strepens",41.2552,1.8614,"Aiolopus strepens strepens","Acrididae","Aiolopus","Aiolopus strepens",1992,4,11,"Barat Domènech, Joan","Olmo Vidal, Josep Maria",NA
"3643","Acrotylus insubricus",41.2552,1.8614,"Acrotylus insubricus insubricus","Acrididae","Acrotylus","Acrotylus insubricus",1992,4,11,"Barat Domènech, Joan","Olmo Vidal, Josep Maria","FEMALE"
"3644","Chorthippus jacobsi",41.2552,1.8614,"Chorthippus jacobsi Harz, 1975","Acrididae","Chorthippus","Chorthippus jacobsi",1992,5,16,"Barat Domènech, Joan","Olmo Vidal, Josep Maria","MALE"
"3645","Omocestus rufipes",41.4347,1.9768,"Omocestus rufipes (Zetterstedt, 1821)","Acrididae","Omocestus","Omocestus rufipes",1992,5,10,"Barat Domènech, Joan","Olmo Vidal, Josep Maria","MALE"
"3646","Omocestus rufipes",42.290277,2.975239,"Omocestus rufipes (Zetterstedt, 1821)","Acrididae","Omocestus","Omocestus rufipes",1992,6,25,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria","MALE"
"3647","Aiolopus thalassinus",42.290277,2.975239,"Aiolopus thalassinus thalassinus","Acrididae","Aiolopus","Aiolopus thalassinus",1992,6,25,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria","MALE"
"3648","Ctenodecticus masferreri",41.774938,2.338219,"Ctenodecticus masferreri Bolívar & I., 1894","Tettigoniidae","Ctenodecticus","Ctenodecticus masferreri",1992,8,14,NA,NA,NA
"3649","Chorthippus jucundus",42.81,-0.502,"Chorthippus jucundus (Fischer, 1853)","Acrididae","Chorthippus","Chorthippus jucundus",1992,8,19,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3650","Pseudochorthippus parallelus",42.1282,-0.0289,"Pseudochorthippus parallelus parallelus","Acrididae","Pseudochorthippus","Pseudochorthippus parallelus",1992,8,21,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3651","Thyreonotus corsicus",42.5667,-0.55,"Thyreonotus corsicus corsicus","Tettigoniidae","Thyreonotus","Thyreonotus corsicus",1992,8,30,"G.H. Schmidt","G.H. Schmidt",NA
"3652","Stenobothrus nigromaculatus",42.7805,-0.8219,"Stenobothrus nigromaculatus nigromaculatus","Acrididae","Stenobothrus","Stenobothrus nigromaculatus",1992,8,8,"Escolà Boada, Oleguer","Llucià Pomares, David",NA
"3653","Stauroderus scalaris",42.1282,-0.0289,"Stauroderus scalaris scalaris","Acrididae","Stauroderus","Stauroderus scalaris",1992,8,21,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3654","Pseudochorthippus parallelus",42.1282,-0.0289,"Pseudochorthippus parallelus parallelus","Acrididae","Pseudochorthippus","Pseudochorthippus parallelus",1992,8,20,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3655","Stenobothrus nigromaculatus",42.1282,-0.0289,"Stenobothrus nigromaculatus nigromaculatus","Acrididae","Stenobothrus","Stenobothrus nigromaculatus",1992,8,21,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3656","Conocephalus fuscus",42.5667,-0.55,"Conocephalus fuscus (Fabricius, 1793)","Tettigoniidae","Conocephalus","Conocephalus fuscus",1992,8,30,"G.H. Schmidt","G.H. Schmidt",NA
"3657","Stenobothrus lineatus",42.1282,-0.0289,"Stenobothrus lineatus lineatus","Acrididae","Stenobothrus","Stenobothrus lineatus",1992,8,21,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3658","Stenobothrus stigmaticus",42.6954,-0.128,"Stenobothrus stigmaticus stigmaticus","Acrididae","Stenobothrus","Stenobothrus stigmaticus",1992,8,17,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria","FEMALE"
"3659","Stenobothrus nigromaculatus",42.7805,-0.8219,"Stenobothrus nigromaculatus nigromaculatus","Acrididae","Stenobothrus","Stenobothrus nigromaculatus",1992,8,8,"Escolà Boada, Oleguer","Llucià Pomares, David",NA
"3660","Omocestus navasi",42.81,-0.502,"Omocestus navasi Bolívar & I., 1908","Acrididae","Omocestus","Omocestus navasi",1992,8,19,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3661","Pseudochorthippus parallelus",42.6954,-0.128,"Pseudochorthippus parallelus parallelus","Acrididae","Pseudochorthippus","Pseudochorthippus parallelus",1992,8,17,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3662","Pseudochorthippus parallelus",42.1282,-0.0289,"Pseudochorthippus parallelus parallelus","Acrididae","Pseudochorthippus","Pseudochorthippus parallelus",1992,8,20,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3663","Stenobothrus lineatus",42.81,-0.502,"Stenobothrus lineatus lineatus","Acrididae","Stenobothrus","Stenobothrus lineatus",1992,8,19,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3664","Chorthippus vagans",42.81,-0.502,"Chorthippus vagans vagans","Acrididae","Chorthippus","Chorthippus vagans",1992,8,19,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3665","Omocestus haemorrhoidalis",42.6954,-0.128,"Omocestus haemorrhoidalis haemorrhoidalis","Acrididae","Omocestus","Omocestus haemorrhoidalis",1992,8,17,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3666","Sorapagus catalaunicus",42.5667,-0.55,"Sorapagus catalaunicus (Bolívar & I., 1898)","Tettigoniidae","Sorapagus","Sorapagus catalaunicus",1992,8,30,"G.H. Schmidt","G.H. Schmidt",NA
"3667","Thyreonotus corsicus",42.5667,-0.55,"Thyreonotus corsicus corsicus","Tettigoniidae","Thyreonotus","Thyreonotus corsicus",1992,8,30,"G.H. Schmidt","G.H. Schmidt",NA
"3668","Pseudochorthippus parallelus",42.81,-0.502,"Pseudochorthippus parallelus parallelus","Acrididae","Pseudochorthippus","Pseudochorthippus parallelus",1992,8,19,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3669","Sorapagus catalaunicus",42.5667,-0.55,"Sorapagus catalaunicus (Bolívar & I., 1898)","Tettigoniidae","Sorapagus","Sorapagus catalaunicus",1992,8,30,"G.H. Schmidt","G.H. Schmidt",NA
"3670","Euchorthippus pulvinatus",42.81,-0.502,"Euchorthippus pulvinatus pulvinatus","Acrididae","Euchorthippus","Euchorthippus pulvinatus",1992,8,19,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3671","Chorthippus binotatus",42.81,-0.502,"Chorthippus binotatus binotatus","Acrididae","Chorthippus","Chorthippus binotatus",1992,8,19,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3672","Stenobothrus nigromaculatus",42.7805,-0.8219,"Stenobothrus nigromaculatus nigromaculatus","Acrididae","Stenobothrus","Stenobothrus nigromaculatus",1992,8,8,"Escolà Boada, Oleguer","Llucià Pomares, David",NA
"3673","Conocephalus fuscus",42.5667,-0.55,"Conocephalus fuscus (Fabricius, 1793)","Tettigoniidae","Conocephalus","Conocephalus fuscus",1992,8,30,"G.H. Schmidt","G.H. Schmidt",NA
"3674","Oedipoda fuscocincta",42.81,-0.502,"Oedipoda fuscocincta fuscocincta","Acrididae","Oedipoda","Oedipoda fuscocincta",1992,8,19,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3675","Orthoptera",42.571,-0.549,"Orthoptera",NA,NA,NA,1992,9,8,"G. Schmidt","Stefan Schmidt",NA
"3676","Platycleis albopunctata",42.7167,-0.283333,"Platycleis albopunctata albopunctata","Tettigoniidae","Platycleis","Platycleis albopunctata",1992,9,7,"G.H. Schmidt","G.H. Schmidt",NA
"3677","Chorthippus vagans",42.5667,-0.55,"Chorthippus vagans vagans","Acrididae","Chorthippus","Chorthippus vagans",1992,9,12,"G.H. Schmidt","G.H. Schmidt",NA
"3678","Chorthippus biguttulus",42.5667,-0.55,"Chorthippus biguttulus biguttulus","Acrididae","Chorthippus","Chorthippus biguttulus",1992,9,12,"G.H. Schmidt","G.H. Schmidt",NA
"3679","Chorthippus jacobsi",42.2858,1.4179,"Chorthippus jacobsi Harz, 1975","Acrididae","Chorthippus","Chorthippus jacobsi",1992,9,20,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3680","Pseudochorthippus parallelus",42.6907,1.0657,"Pseudochorthippus parallelus parallelus","Acrididae","Pseudochorthippus","Pseudochorthippus parallelus",1992,9,16,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3681","Stenobothrus stigmaticus",42.7167,-0.283333,"Stenobothrus stigmaticus stigmaticus","Acrididae","Stenobothrus","Stenobothrus stigmaticus",1992,9,12,"G.H. Schmidt","G.H. Schmidt",NA
"3682","Chorthippus dorsatus",42.6907,1.0657,"Chorthippus dorsatus dorsatus","Acrididae","Chorthippus","Chorthippus dorsatus",1992,9,16,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria","FEMALE"
"3683","Stauroderus scalaris",42.6907,1.0657,"Stauroderus scalaris scalaris","Acrididae","Stauroderus","Stauroderus scalaris",1992,9,16,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3684","Pseudochorthippus parallelus",42.2858,1.4179,"Pseudochorthippus parallelus parallelus","Acrididae","Pseudochorthippus","Pseudochorthippus parallelus",1992,9,20,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria","MALE"
"3685","Omocestus viridulus",42.6907,1.0657,"Omocestus viridulus viridulus","Acrididae","Omocestus","Omocestus viridulus",1992,9,16,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3686","Chorthippus biguttulus",42.2858,1.4179,"Chorthippus biguttulus biguttulus","Acrididae","Chorthippus","Chorthippus biguttulus",1992,9,20,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3687","Chrysochraon dispar",42.6907,1.0657,"Chrysochraon dispar dispar","Acrididae","Chrysochraon","Chrysochraon dispar",1992,9,16,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria","FEMALE"
"3688","Stethophyma grossum",42.6907,1.0657,"Stethophyma grossum (Linnaeus, 1758)","Acrididae","Stethophyma","Stethophyma grossum",1992,9,16,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria","MALE"
"3689","Omocestus haemorrhoidalis",42.6907,1.0657,"Omocestus haemorrhoidalis haemorrhoidalis","Acrididae","Omocestus","Omocestus haemorrhoidalis",1992,9,16,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria","MALE"
"3690","Chorthippus apricarius",42.45,1.0652,"Chorthippus apricarius apricarius","Acrididae","Chorthippus","Chorthippus apricarius",1992,9,20,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3691","Antaxius chopardi",41.73401,2.272503,"Antaxius chopardi Morales-Agacino, 1936","Tettigoniidae","Antaxius","Antaxius chopardi",1992,9,11,NA,NA,NA
"3692","Podisma pedestris",42.723701,-0.282123,"Podisma pedestris (Linnaeus, 1758)","Acrididae","Podisma","Podisma pedestris",1992,9,6,"G. Schmidt","Stefan Schmidt",NA
"3693","Chorthippus vagans",42.570999,-0.549,"Chorthippus vagans (Eversmann, 1848)","Acrididae","Chorthippus","Chorthippus vagans",1992,9,8,"G. Schmidt","Stefan Schmidt",NA
"3694","Platycleis albopunctata",42.7167,-0.283333,"Platycleis albopunctata albopunctata","Tettigoniidae","Platycleis","Platycleis albopunctata",1992,9,7,"G.H. Schmidt","G.H. Schmidt",NA
"3695","Stenobothrus stigmaticus",42.7167,-0.283333,"Stenobothrus stigmaticus stigmaticus","Acrididae","Stenobothrus","Stenobothrus stigmaticus",1992,9,12,"G.H. Schmidt","G.H. Schmidt",NA
"3696","Stenobothrus lineatus",42.6907,1.0657,"Stenobothrus lineatus lineatus","Acrididae","Stenobothrus","Stenobothrus lineatus",1992,9,16,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria","MALE"
"3697","Chorthippus vagans",42.2858,1.4179,"Chorthippus vagans vagans","Acrididae","Chorthippus","Chorthippus vagans",1992,9,20,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria","FEMALE"
"3698","Chorthippus biguttulus",42.6907,1.0657,"Chorthippus biguttulus biguttulus","Acrididae","Chorthippus","Chorthippus biguttulus",1992,9,16,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3699","Stenobothrus stigmaticus",42.723701,-0.282123,"Stenobothrus stigmaticus (Rambur, 1838)","Acrididae","Stenobothrus","Stenobothrus stigmaticus",1992,9,6,"G. Schmidt","Stefan Schmidt",NA
"3700","Stenobothrus nigromaculatus",42.6907,1.0657,"Stenobothrus nigromaculatus nigromaculatus","Acrididae","Stenobothrus","Stenobothrus nigromaculatus",1992,9,16,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria","FEMALE"
"3701","Chorthippus biguttulus",42.5667,-0.55,"Chorthippus biguttulus biguttulus","Acrididae","Chorthippus","Chorthippus biguttulus",1992,9,12,"G.H. Schmidt","G.H. Schmidt",NA
"3702","Chorthippus apricarius",42.2858,1.4179,"Chorthippus apricarius apricarius","Acrididae","Chorthippus","Chorthippus apricarius",1992,9,20,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria","MALE"
"3703","Orthoptera",42.724,-0.282,"Orthoptera",NA,NA,NA,1992,9,6,"G. Schmidt","Oliver Hawlitschek",NA
"3704","Omocestus viridulus",42.2858,1.4179,"Omocestus viridulus viridulus","Acrididae","Omocestus","Omocestus viridulus",1992,9,20,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria","MALE"
"3705","Stenobothrus nigromaculatus",42.45,1.0652,"Stenobothrus nigromaculatus nigromaculatus","Acrididae","Stenobothrus","Stenobothrus nigromaculatus",1992,9,20,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria","FEMALE"
"3706","Euthystira brachyptera",42.6907,1.0657,"Euthystira brachyptera brachyptera","Acrididae","Euthystira","Euthystira brachyptera",1992,9,16,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3707","Acrotylus fischeri",41.3318,-0.7887,"Acrotylus fischeri Azam, 1901","Acrididae","Acrotylus","Acrotylus fischeri",1991,3,29,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3708","Aiolopus strepens",36.333,-5.7596,"Aiolopus strepens strepens","Acrididae","Aiolopus","Aiolopus strepens",1991,3,23,"Sáez, J.","Olmo Vidal, Josep Maria",NA
"3709","Aiolopus strepens",36.4286,-5.4667,"Aiolopus strepens strepens","Acrididae","Aiolopus","Aiolopus strepens",1991,3,29,"Sáez, J.","Olmo Vidal, Josep Maria",NA
"3710","Aiolopus strepens",36.4473,-6.2062,"Aiolopus strepens strepens","Acrididae","Aiolopus","Aiolopus strepens",1991,3,3,"Sáez, J.","Olmo Vidal, Josep Maria",NA
"3711","Acrotylus insubricus",41.3318,-0.7887,"Acrotylus insubricus insubricus","Acrididae","Acrotylus","Acrotylus insubricus",1991,3,29,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3712","Chorthippus jacobsi",41.5299,-0.4433,"Chorthippus jacobsi Harz, 1975","Acrididae","Chorthippus","Chorthippus jacobsi",1991,4,9,"Blasco Zumeta, Javier","Olmo Vidal, Josep Maria",NA
"3713","Aiolopus thalassinus",37.3088,-6.026,"Aiolopus thalassinus thalassinus","Acrididae","Aiolopus","Aiolopus thalassinus",1991,4,15,"Sáez, J.","Olmo Vidal, Josep Maria",NA
"3714","Aiolopus strepens",36.186372,-5.859474,"Aiolopus strepens strepens","Acrididae","Aiolopus","Aiolopus strepens",1991,4,13,"Sáez, J.","Olmo Vidal, Josep Maria",NA
"3715","Chorthippus jacobsi",41.2942,2.0024,"Chorthippus jacobsi Harz, 1975","Acrididae","Chorthippus","Chorthippus jacobsi",1991,4,27,"Barat Domènech, Joan","Olmo Vidal, Josep Maria","MALE"
"3716","Acrotylus insubricus",36.529079,-6.0964,"Acrotylus insubricus insubricus","Acrididae","Acrotylus","Acrotylus insubricus",1991,4,20,"Sáez, J.","Olmo Vidal, Josep Maria",NA
"3717","Truxalis nasuta",37.3088,-6.026,"Truxalis nasuta (Linnaeus, 1758)","Acrididae","Truxalis","Truxalis nasuta",1991,5,24,"Sáez, J.","Olmo Vidal, Josep Maria",NA
"3718","Omocestus raymondi",41.4594,2.2439,"Omocestus raymondi (Yersin, 1863)","Acrididae","Omocestus","Omocestus raymondi",1991,5,4,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3719","Chorthippus jacobsi",41.2552,1.8614,"Chorthippus jacobsi Harz, 1975","Acrididae","Chorthippus","Chorthippus jacobsi",1991,5,25,"Barat Domènech, Joan","Olmo Vidal, Josep Maria",NA
"3720","Sphingonotus arenarius",37.3088,-6.026,"Sphingonotus arenarius (Lucas & P.H., 1849)","Acrididae","Sphingonotus","Sphingonotus arenarius",1991,5,28,"Sáez, J.","Olmo Vidal, Josep Maria",NA
"3721","Acrotylus patruelis",41.4594,2.2439,"Acrotylus patruelis (Herrich-Schäffer, 1838)","Acrididae","Acrotylus","Acrotylus patruelis",1991,5,4,"Olmo Vidal, Josep Maria","Olmo Vidal, Josep Maria",NA
"3722","Sphingonotus arenarius",37.3088,-6.026,"Sphingonotus arenarius (Lucas & P.H., 1849)","Acrididae","Sphingonotus","Sphingonotus arenarius",1991,6,3,"Sáez, J.","Olmo Vidal, Josep Maria",NA
"3723","Omocestus raymondi",41.5299,-0.4433,"Omocestus raymondi (Yersin, 1863)","Acrididae","Omocestus","Omocestus raymondi",1991,6,7,"Blasco Zumeta, Javier","Olmo Vidal, Josep Maria",NA
"3724","Chorthippus apicalis",37.3088,-6.026,"Chorthippus apicalis apicalis","Acrididae","Chorthippus","Chorthippus apicalis",1991,6,10,"Sáez, J.","Olmo Vidal, Josep Maria",NA
"3725","Omocestus raymondi",41.5299,-0.4433,"Omocestus raymondi (Yersin, 1863)","Acrididae","Omocestus","Omocestus raymondi",1991,6,7,"Blasco Zumeta, Javier","Olmo Vidal, Josep Maria",NA
"3726","Aiolopus thalassinus",37.3088,-6.026,"Aiolopus thalassinus thalassinus","Acrididae","Aiolopus","Aiolopus thalassinus",1991,6,10,"Sáez, J.","Olmo Vidal, Josep Maria",NA
"3727","Sphingonotus rubescens",36.1119,-5.4933,"Sphingonotus rubescens rubescens","Acrididae","Sphingonotus","Sphingonotus rubescens",1991,6,1,"Sáez, J.","Olmo Vidal, Josep Maria",NA
"3728","Chorthippus jacobsi",41.5299,-0.4433,"Chorthippus jacobsi Harz, 1975","Acrididae","Chorthippus","Chorthippus jacobsi",1991,7,30,"Blasco Zumeta, Javier","Olmo Vidal, Josep Maria",NA
"3729","Sphingonotus azurescens",41.5299,-0.4433,"Sphingonotus azurescens (Rambur, 1838)","Acrididae","Sphingonotus","Sphingonotus azurescens",1991,7,21,"Blasco Zumeta, Javier","Olmo Vidal, Josep Maria",NA
"3730","Morphacris fasciata",37.3088,-6.026,"Morphacris fasciata (Thunberg, 1815)","Acrididae","Morphacris","Morphacris fasciata",1991,7,8,"Sáez, J.","Olmo Vidal, Josep Maria",NA
"3731","Chorthippus vagans",37.1167,-3.58333,"Chorthippus vagans vagans","Acrididae","Chorthippus","Chorthippus vagans",1991,7,31,"G.H. Schmidt","G.H. Schmidt",NA
"3732","Stenobothrus nigromaculatus",42.7805,-0.8219,"Stenobothrus nigromaculatus nigromaculatus","Acrididae","Stenobothrus","Stenobothrus nigromaculatus",1991,7,20,"Escolà Boada, Oleguer","Llucià Pomares, David",NA
"3733","Chorthippus vagans",37.1167,-3.58333,"Chorthippus vagans vagans","Acrididae","Chorthippus","Chorthippus vagans",1991,7,31,"G.H. Schmidt","G.H. Schmidt",NA
"3734","Chorthippus jucundus",37,-3.35,"Chorthippus jucundus (Fischer, 1853)","Acrididae","Chorthippus","Chorthippus jucundus",1991,8,5,"G.H. Schmidt","G.H. Schmidt",NA
"3735","Ephippiger ephippiger",42.2333,1.06667,"Ephippiger ephippiger (Fiebig, 1784)","Tettigoniidae","Ephippiger","Ephippiger ephippiger",1991,8,15,"K.-G. Heller","K.-G. Heller",NA
"3736","Gomphocerus sibiricus",42.5896,0.1826,"Gomphocerus sibiricus (Linnaeus, 1767)","Acrididae","Gomphocerus","Gomphocerus sibiricus",1991,8,5,"Escolà Boada, Oleguer","Llucià Pomares, David","FEMALE"
"3737","Chorthippus binotatus",37,-3.35,"Chorthippus binotatus binotatus","Acrididae","Chorthippus","Chorthippus binotatus",1991,8,6,"G.H. Schmidt","G.H. Schmidt",NA
"3738","Chorthippus eisentrauti",46.0921,-9.35729,"Chorthippus eisentrauti (Ramme, 1931)","Acrididae","Chorthippus","Chorthippus eisentrauti",1991,8,31,"S. Ingrisch","S. Ingrisch",NA
"3739","Gomphocerus sibiricus",42.5896,0.1826,"Gomphocerus sibiricus (Linnaeus, 1767)","Acrididae","Gomphocerus","Gomphocerus sibiricus",1991,8,5,"Escolà Boada, Oleguer","Llucià Pomares, David","MALE"
"3740","Omocestus panteli",37,-3.35,"Omocestus panteli (Bolívar & I., 1887)","Acrididae","Omocestus","Omocestus panteli",1991,8,5,"G.H. Schmidt","G.H. Schmidt",NA
"3741","Gomphocerus sibiricus",42.5896,0.1826,"Gomphocerus sibiricus (Linnaeus, 1767)","Acrididae","Gomphocerus","Gomphocerus sibiricus",1991,8,5,"Escolà Boada, Oleguer","Llucià Pomares, David","FEMALE"
"3742","Gomphocerus sibiricus",42.5896,0.1826,"Gomphocerus sibiricus (Linnaeus, 1767)","Acrididae","Gomphocerus","Gomphocerus sibiricus",1991,8,5,"Escolà Boada, Oleguer","Llucià Pomares, David","FEMALE"
"3743","Chorthippus jacobsi",36.9333,-3.35,"Chorthippus jacobsi Harz, 1975","Acrididae","Chorthippus","Chorthippus jacobsi",1991,8,1,"G.H. Schmidt","G.H. Schmidt",NA
"3744","Gomphocerus sibiricus",42.5896,0.1826,"Gomphocerus sibiricus (Linnaeus, 1767)","Acrididae","Gomphocerus","Gomphocerus sibiricus",1991,8,5,"Escolà Boada, Oleguer","Llucià Pomares, David","MALE"
"3745","Oecanthus pellucens",36.9333,-3.35,"Oecanthus pellucens pellucens","Gryllidae","Oecanthus","Oecanthus pellucens",1991,8,7,"G.H. Schmidt","G. Schmidt",NA
"3746","Stenobothrus stigmaticus",42.5896,0.1826,"Stenobothrus stigmaticus (Rambur, 1838)","Acrididae","Stenobothrus","Stenobothrus stigmaticus",1991,8,4,"Escolà Boada, Oleguer","Llucià Pomares, David",NA
"3747","Chorthippus vagans",36.9333,-3.35,"Chorthippus vagans vagans","Acrididae","Chorthippus","Chorthippus vagans",1991,8,4,"G.H. Schmidt","G.H. Schmidt",NA
"3748","Platycleis albopunctata",37,-3.35,"Platycleis albopunctata albopunctata","Tettigoniidae","Platycleis","Platycleis albopunctata",1991,8,4,"G.H. Schmidt","G.H. Schmidt",NA
"3749","Stenobothrus stigmaticus",42.5896,0.1826,"Stenobothrus stigmaticus (Rambur, 1838)","Acrididae","Stenobothrus","Stenobothrus stigmaticus",1991,8,4,"Escolà Boada, Oleguer","Llucià Pomares, David",NA
"3750","Ephippiger ephippiger",42.2333,1.06667,"Ephippiger ephippiger (Fiebig, 1784)","Tettigoniidae","Ephippiger","Ephippiger ephippiger",1991,8,15,"K.-G. Heller","K.-G. Heller",NA
"3751","Gomphocerus sibiricus",42.5896,0.1826,"Gomphocerus sibiricus (Linnaeus, 1767)","Acrididae","Gomphocerus","Gomphocerus sibiricus",1991,8,5,"Escolà Boada, Oleguer","Llucià Pomares, David","FEMALE"
"3752","Chorthippus binotatus",37,-3.35,"Chorthippus binotatus binotatus","Acrididae","Chorthippus","Chorthippus binotatus",1991,8,6,"G.H. Schmidt","G.H. Schmidt",NA
"3753","Stenobothrus stigmaticus",42.5896,0.1826,"Stenobothrus stigmaticus (Rambur, 1838)","Acrididae","Stenobothrus","Stenobothrus stigmaticus",1991,8,4,"Escolà Boada, Oleguer","Llucià Pomares, David",NA
"3754","Stenobothrus stigmaticus",42.5896,0.1826,"Stenobothrus stigmaticus (Rambur, 1838)","Acrididae","Stenobothrus","Stenobothrus stigmaticus",1991,8,4,"Escolà Boada, Oleguer","Llucià Pomares, David",NA
"3755","Calliptamus barbarus",42.455,0.1865,"Calliptamus barbarus barbarus","Acrididae","Calliptamus","Calliptamus barbarus",1991,8,12,"Escolà Boada, Oleguer","Llucià Pomares, David",NA
"3756","Chorthippus jacobsi",36.9333,-3.35,"Chorthippus jacobsi Harz, 1975","Acrididae","Chorthippus","Chorthippus jacobsi",1991,8,1,"G.H. Schmidt","G.H. Schmidt",NA
